name,slug,sku,genericName,brand,description,form,strength,packSize,categoryIds,regulatoryClass,nafdacRegNo,manufacturer,status,price,cost,compareAt,isAvailable,openingQuantity,reorderLevel,batchNo,expiry,reason
Oxygen 5mg,oxygen-5mg-capsule,,Oxygen,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10795,2028-12-30,Bulk import: inventory_3000
Atropine 5mg,atropine-5mg-capsule,,Atropine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10796,2028-12-30,Bulk import: inventory_3000
Diazepam 5mg,diazepam-5mg-capsule,,Diazepam,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10797,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 5mg,hyoscine-n-butylbromide-5mg-capsule,,Hyoscine N-Butylbromide,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10798,2028-12-30,Bulk import: inventory_3000
Midazolam 5mg,midazolam-5mg-capsule,,Midazolam,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10799,2028-12-30,Bulk import: inventory_3000
Morphine 5mg,morphine-5mg-capsule,,Morphine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10800,2028-12-30,Bulk import: inventory_3000
Promethazine 5mg,promethazine-5mg-capsule,,Promethazine,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10801,2028-12-30,Bulk import: inventory_3000
Atracurium 5mg,atracurium-5mg-capsule,,Atracurium,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10803,2028-12-30,Bulk import: inventory_3000
Neostigmine 5mg,neostigmine-5mg-capsule,,Neostigmine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10804,2028-12-30,Bulk import: inventory_3000
Suxamethonium 5mg,suxamethonium-5mg-capsule,,Suxamethonium,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10805,2028-12-30,Bulk import: inventory_3000
Propofol 5mg,propofol-5mg-capsule,,Propofol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10806,2028-12-30,Bulk import: inventory_3000
Lidocaine 5mg,lidocaine-5mg-capsule,,Lidocaine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10807,2028-12-30,Bulk import: inventory_3000
Bupivacaine 5mg,bupivacaine-5mg-capsule,,Bupivacaine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10808,2028-12-30,Bulk import: inventory_3000
Pentazocine 5mg,pentazocine-5mg-capsule,,Pentazocine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10809,2028-12-30,Bulk import: inventory_3000
Pethidine 5mg,pethidine-5mg-capsule,,Pethidine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10810,2028-12-30,Bulk import: inventory_3000
Tramadol 5mg,tramadol-5mg-capsule,,Tramadol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10811,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 5mg,acetylsalicylic-acid-5mg-capsule,,Acetylsalicylic Acid,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10812,2028-12-30,Bulk import: inventory_3000
Paracetamol 5mg,paracetamol-5mg-capsule,,Paracetamol,,,capsule,5mg,,,POM,,,draft,0,,,true,300,20,B10813,2028-12-30,Bulk import: inventory_3000
Allopurinol 5mg,allopurinol-5mg-capsule,,Allopurinol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10816,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 5mg,diclofenac-sodium-5mg-capsule,,Diclofenac Sodium,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10817,2028-12-30,Bulk import: inventory_3000
Ibuprofen 5mg,ibuprofen-5mg-capsule,,Ibuprofen,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10819,2028-12-30,Bulk import: inventory_3000
Naproxen 5mg,naproxen-5mg-capsule,,Naproxen,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10821,2028-12-30,Bulk import: inventory_3000
Piroxicam 5mg,piroxicam-5mg-capsule,,Piroxicam,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10822,2028-12-30,Bulk import: inventory_3000
Meloxicam 5mg,meloxicam-5mg-capsule,,Meloxicam,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10823,2028-12-30,Bulk import: inventory_3000
Naloxone 5mg,naloxone-5mg-capsule,,Naloxone,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10824,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 5mg,chlorpheniramine-5mg-capsule,,Chlorpheniramine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10825,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 5mg,hydrocortisone-5mg-capsule,,Hydrocortisone,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10826,2028-12-30,Bulk import: inventory_3000
Prednisolone 5mg,prednisolone-5mg-capsule,,Prednisolone,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10827,2028-12-30,Bulk import: inventory_3000
Phenobarbital 5mg,phenobarbital-5mg-capsule,,Phenobarbital,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10828,2028-12-30,Bulk import: inventory_3000
Phenytoin 5mg,phenytoin-5mg-capsule,,Phenytoin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10829,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 5mg,sodium-valproate-5mg-capsule,,Sodium Valproate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10830,2028-12-30,Bulk import: inventory_3000
Carbamazepine 5mg,carbamazepine-5mg-capsule,,Carbamazepine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10831,2028-12-30,Bulk import: inventory_3000
Amoxicillin 5mg,amoxicillin-5mg-capsule,,Amoxicillin,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10832,2028-12-30,Bulk import: inventory_3000
Ampicillin 5mg,ampicillin-5mg-capsule,,Ampicillin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10834,2028-12-30,Bulk import: inventory_3000
Cloxacillin 5mg,cloxacillin-5mg-capsule,,Cloxacillin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10835,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 5mg,ceftriaxone-5mg-capsule,,Ceftriaxone,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10836,2028-12-30,Bulk import: inventory_3000
Cefuroxime 5mg,cefuroxime-5mg-capsule,,Cefuroxime,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10837,2028-12-30,Bulk import: inventory_3000
Azithromycin 5mg,azithromycin-5mg-capsule,,Azithromycin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10838,2028-12-30,Bulk import: inventory_3000
Erythromycin 5mg,erythromycin-5mg-capsule,,Erythromycin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10839,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 5mg,ciprofloxacin-5mg-capsule,,Ciprofloxacin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10840,2028-12-30,Bulk import: inventory_3000
Metronidazole 5mg,metronidazole-5mg-capsule,,Metronidazole,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10841,2028-12-30,Bulk import: inventory_3000
Gentamicin 5mg,gentamicin-5mg-capsule,,Gentamicin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10843,2028-12-30,Bulk import: inventory_3000
Doxycycline 5mg,doxycycline-5mg-capsule,,Doxycycline,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10844,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 5mg,cotrimoxazole-5mg-capsule,,Cotrimoxazole,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10845,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 5mg,artemether-lumefantrine-5mg-capsule,,Artemether + Lumefantrine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10846,2028-12-30,Bulk import: inventory_3000
Artesunate 5mg,artesunate-5mg-capsule,,Artesunate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10847,2028-12-30,Bulk import: inventory_3000
Amodiaquine 5mg,amodiaquine-5mg-capsule,,Amodiaquine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10848,2028-12-30,Bulk import: inventory_3000
Quinine 5mg,quinine-5mg-capsule,,Quinine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10849,2028-12-30,Bulk import: inventory_3000
Fluconazole 5mg,fluconazole-5mg-capsule,,Fluconazole,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10850,2028-12-30,Bulk import: inventory_3000
Nystatin 5mg,nystatin-5mg-capsule,,Nystatin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10851,2028-12-30,Bulk import: inventory_3000
Amlodipine 5mg,amlodipine-5mg-capsule,,Amlodipine,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10852,2028-12-30,Bulk import: inventory_3000
Lisinopril 5mg,lisinopril-5mg-capsule,,Lisinopril,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10854,2028-12-30,Bulk import: inventory_3000
Atenolol 5mg,atenolol-5mg-capsule,,Atenolol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10856,2028-12-30,Bulk import: inventory_3000
Propranolol 5mg,propranolol-5mg-capsule,,Propranolol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10857,2028-12-30,Bulk import: inventory_3000
Methyldopa 5mg,methyldopa-5mg-capsule,,Methyldopa,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10858,2028-12-30,Bulk import: inventory_3000
Hydralazine 5mg,hydralazine-5mg-capsule,,Hydralazine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10859,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 5mg,glyceryl-trinitrate-5mg-capsule,,Glyceryl Trinitrate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10860,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 5mg,isosorbide-dinitrate-5mg-capsule,,Isosorbide Dinitrate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10861,2028-12-30,Bulk import: inventory_3000
Digoxin 5mg,digoxin-5mg-capsule,,Digoxin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10862,2028-12-30,Bulk import: inventory_3000
Furosemide 5mg,furosemide-5mg-capsule,,Furosemide,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10863,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 5mg,hydrochlorothiazide-5mg-capsule,,Hydrochlorothiazide,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10865,2028-12-30,Bulk import: inventory_3000
Spironolactone 5mg,spironolactone-5mg-capsule,,Spironolactone,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10866,2028-12-30,Bulk import: inventory_3000
Atorvastatin 5mg,atorvastatin-5mg-capsule,,Atorvastatin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10867,2028-12-30,Bulk import: inventory_3000
Simvastatin 5mg,simvastatin-5mg-capsule,,Simvastatin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10868,2028-12-30,Bulk import: inventory_3000
Salbutamol 5mg,salbutamol-5mg-capsule,,Salbutamol,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10869,2028-12-30,Bulk import: inventory_3000
Aminophylline 5mg,aminophylline-5mg-capsule,,Aminophylline,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10871,2028-12-30,Bulk import: inventory_3000
Omeprazole 5mg,omeprazole-5mg-capsule,,Omeprazole,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10872,2028-12-30,Bulk import: inventory_3000
Cimetidine 5mg,cimetidine-5mg-capsule,,Cimetidine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10873,2028-12-30,Bulk import: inventory_3000
Metoclopramide 5mg,metoclopramide-5mg-capsule,,Metoclopramide,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10874,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 5mg,zinc-sulfate-5mg-capsule,,Zinc Sulfate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10875,2028-12-30,Bulk import: inventory_3000
Bisacodyl 5mg,bisacodyl-5mg-capsule,,Bisacodyl,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10876,2028-12-30,Bulk import: inventory_3000
Metformin 5mg,metformin-5mg-capsule,,Metformin,,,capsule,5mg,,,POM,,,draft,0,,,true,200,20,B10877,2028-12-30,Bulk import: inventory_3000
Glibenclamide 5mg,glibenclamide-5mg-capsule,,Glibenclamide,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10879,2028-12-30,Bulk import: inventory_3000
Glimepiride 5mg,glimepiride-5mg-capsule,,Glimepiride,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10880,2028-12-30,Bulk import: inventory_3000
Levothyroxine 5mg,levothyroxine-5mg-capsule,,Levothyroxine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10881,2028-12-30,Bulk import: inventory_3000
Carbimazole 5mg,carbimazole-5mg-capsule,,Carbimazole,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10882,2028-12-30,Bulk import: inventory_3000
Folic Acid 5mg,folic-acid-5mg-capsule,,Folic Acid,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10883,2028-12-30,Bulk import: inventory_3000
Oxytocin 5mg,oxytocin-5mg-capsule,,Oxytocin,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10884,2028-12-30,Bulk import: inventory_3000
Misoprostol 5mg,misoprostol-5mg-capsule,,Misoprostol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10885,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 5mg,magnesium-sulfate-5mg-capsule,,Magnesium Sulfate,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10886,2028-12-30,Bulk import: inventory_3000
Amitriptyline 5mg,amitriptyline-5mg-capsule,,Amitriptyline,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10887,2028-12-30,Bulk import: inventory_3000
Fluoxetine 5mg,fluoxetine-5mg-capsule,,Fluoxetine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10888,2028-12-30,Bulk import: inventory_3000
Haloperidol 5mg,haloperidol-5mg-capsule,,Haloperidol,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10889,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 5mg,chlorpromazine-5mg-capsule,,Chlorpromazine,,,capsule,5mg,,,POM,,,draft,0,,,true,100,20,B10890,2028-12-30,Bulk import: inventory_3000
Halothane 10mg,halothane-10mg-capsule,,Halothane,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10891,2028-12-30,Bulk import: inventory_3000
Ketamine 10mg,ketamine-10mg-capsule,,Ketamine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10892,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 10mg,nitrous-oxide-10mg-capsule,,Nitrous oxide,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10893,2028-12-30,Bulk import: inventory_3000
Oxygen 10mg,oxygen-10mg-capsule,,Oxygen,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10894,2028-12-30,Bulk import: inventory_3000
Atropine 10mg,atropine-10mg-capsule,,Atropine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10895,2028-12-30,Bulk import: inventory_3000
Diazepam 10mg,diazepam-10mg-capsule,,Diazepam,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10896,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 10mg,hyoscine-n-butylbromide-10mg-capsule,,Hyoscine N-Butylbromide,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10897,2028-12-30,Bulk import: inventory_3000
Midazolam 10mg,midazolam-10mg-capsule,,Midazolam,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10898,2028-12-30,Bulk import: inventory_3000
Morphine 10mg,morphine-10mg-capsule,,Morphine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10899,2028-12-30,Bulk import: inventory_3000
Promethazine 10mg,promethazine-10mg-capsule,,Promethazine,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10900,2028-12-30,Bulk import: inventory_3000
Atracurium 10mg,atracurium-10mg-capsule,,Atracurium,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10902,2028-12-30,Bulk import: inventory_3000
Neostigmine 10mg,neostigmine-10mg-capsule,,Neostigmine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10903,2028-12-30,Bulk import: inventory_3000
Suxamethonium 10mg,suxamethonium-10mg-capsule,,Suxamethonium,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10904,2028-12-30,Bulk import: inventory_3000
Propofol 10mg,propofol-10mg-capsule,,Propofol,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10905,2028-12-30,Bulk import: inventory_3000
Lidocaine 10mg,lidocaine-10mg-capsule,,Lidocaine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10906,2028-12-30,Bulk import: inventory_3000
Bupivacaine 10mg,bupivacaine-10mg-capsule,,Bupivacaine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10907,2028-12-30,Bulk import: inventory_3000
Pentazocine 10mg,pentazocine-10mg-capsule,,Pentazocine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10908,2028-12-30,Bulk import: inventory_3000
Pethidine 10mg,pethidine-10mg-capsule,,Pethidine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10909,2028-12-30,Bulk import: inventory_3000
Tramadol 10mg,tramadol-10mg-capsule,,Tramadol,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10910,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 10mg,acetylsalicylic-acid-10mg-capsule,,Acetylsalicylic Acid,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10911,2028-12-30,Bulk import: inventory_3000
Paracetamol 10mg,paracetamol-10mg-capsule,,Paracetamol,,,capsule,10mg,,,POM,,,draft,0,,,true,300,20,B10912,2028-12-30,Bulk import: inventory_3000
Allopurinol 10mg,allopurinol-10mg-capsule,,Allopurinol,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10915,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 10mg,diclofenac-sodium-10mg-capsule,,Diclofenac Sodium,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10916,2028-12-30,Bulk import: inventory_3000
Ibuprofen 10mg,ibuprofen-10mg-capsule,,Ibuprofen,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10918,2028-12-30,Bulk import: inventory_3000
Naproxen 10mg,naproxen-10mg-capsule,,Naproxen,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10920,2028-12-30,Bulk import: inventory_3000
Piroxicam 10mg,piroxicam-10mg-capsule,,Piroxicam,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10921,2028-12-30,Bulk import: inventory_3000
Meloxicam 10mg,meloxicam-10mg-capsule,,Meloxicam,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10922,2028-12-30,Bulk import: inventory_3000
Naloxone 10mg,naloxone-10mg-capsule,,Naloxone,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10923,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 10mg,chlorpheniramine-10mg-capsule,,Chlorpheniramine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10924,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 10mg,hydrocortisone-10mg-capsule,,Hydrocortisone,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10925,2028-12-30,Bulk import: inventory_3000
Prednisolone 10mg,prednisolone-10mg-capsule,,Prednisolone,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10926,2028-12-30,Bulk import: inventory_3000
Phenobarbital 10mg,phenobarbital-10mg-capsule,,Phenobarbital,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10927,2028-12-30,Bulk import: inventory_3000
Phenytoin 10mg,phenytoin-10mg-capsule,,Phenytoin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10928,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 10mg,sodium-valproate-10mg-capsule,,Sodium Valproate,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10929,2028-12-30,Bulk import: inventory_3000
Carbamazepine 10mg,carbamazepine-10mg-capsule,,Carbamazepine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10930,2028-12-30,Bulk import: inventory_3000
Amoxicillin 10mg,amoxicillin-10mg-capsule,,Amoxicillin,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10931,2028-12-30,Bulk import: inventory_3000
Ampicillin 10mg,ampicillin-10mg-capsule,,Ampicillin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10933,2028-12-30,Bulk import: inventory_3000
Cloxacillin 10mg,cloxacillin-10mg-capsule,,Cloxacillin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10934,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 10mg,ceftriaxone-10mg-capsule,,Ceftriaxone,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10935,2028-12-30,Bulk import: inventory_3000
Cefuroxime 10mg,cefuroxime-10mg-capsule,,Cefuroxime,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10936,2028-12-30,Bulk import: inventory_3000
Azithromycin 10mg,azithromycin-10mg-capsule,,Azithromycin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10937,2028-12-30,Bulk import: inventory_3000
Erythromycin 10mg,erythromycin-10mg-capsule,,Erythromycin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10938,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 10mg,ciprofloxacin-10mg-capsule,,Ciprofloxacin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10939,2028-12-30,Bulk import: inventory_3000
Metronidazole 10mg,metronidazole-10mg-capsule,,Metronidazole,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10940,2028-12-30,Bulk import: inventory_3000
Gentamicin 10mg,gentamicin-10mg-capsule,,Gentamicin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10942,2028-12-30,Bulk import: inventory_3000
Doxycycline 10mg,doxycycline-10mg-capsule,,Doxycycline,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10943,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 10mg,cotrimoxazole-10mg-capsule,,Cotrimoxazole,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10944,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 10mg,artemether-lumefantrine-10mg-capsule,,Artemether + Lumefantrine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10945,2028-12-30,Bulk import: inventory_3000
Artesunate 10mg,artesunate-10mg-capsule,,Artesunate,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10946,2028-12-30,Bulk import: inventory_3000
Amodiaquine 10mg,amodiaquine-10mg-capsule,,Amodiaquine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10947,2028-12-30,Bulk import: inventory_3000
Quinine 10mg,quinine-10mg-capsule,,Quinine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10948,2028-12-30,Bulk import: inventory_3000
Fluconazole 10mg,fluconazole-10mg-capsule,,Fluconazole,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10949,2028-12-30,Bulk import: inventory_3000
Nystatin 10mg,nystatin-10mg-capsule,,Nystatin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10950,2028-12-30,Bulk import: inventory_3000
Amlodipine 10mg,amlodipine-10mg-capsule,,Amlodipine,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10951,2028-12-30,Bulk import: inventory_3000
Lisinopril 10mg,lisinopril-10mg-capsule,,Lisinopril,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10953,2028-12-30,Bulk import: inventory_3000
Atenolol 10mg,atenolol-10mg-capsule,,Atenolol,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10955,2028-12-30,Bulk import: inventory_3000
Propranolol 10mg,propranolol-10mg-capsule,,Propranolol,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10956,2028-12-30,Bulk import: inventory_3000
Methyldopa 10mg,methyldopa-10mg-capsule,,Methyldopa,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10957,2028-12-30,Bulk import: inventory_3000
Hydralazine 10mg,hydralazine-10mg-capsule,,Hydralazine,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10958,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 10mg,glyceryl-trinitrate-10mg-capsule,,Glyceryl Trinitrate,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10959,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 10mg,isosorbide-dinitrate-10mg-capsule,,Isosorbide Dinitrate,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10960,2028-12-30,Bulk import: inventory_3000
Digoxin 10mg,digoxin-10mg-capsule,,Digoxin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10961,2028-12-30,Bulk import: inventory_3000
Furosemide 10mg,furosemide-10mg-capsule,,Furosemide,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10962,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 10mg,hydrochlorothiazide-10mg-capsule,,Hydrochlorothiazide,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10964,2028-12-30,Bulk import: inventory_3000
Spironolactone 10mg,spironolactone-10mg-capsule,,Spironolactone,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10965,2028-12-30,Bulk import: inventory_3000
Atorvastatin 10mg,atorvastatin-10mg-capsule,,Atorvastatin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10966,2028-12-30,Bulk import: inventory_3000
Simvastatin 10mg,simvastatin-10mg-capsule,,Simvastatin,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10967,2028-12-30,Bulk import: inventory_3000
Salbutamol 10mg,salbutamol-10mg-capsule,,Salbutamol,,,capsule,10mg,,,POM,,,draft,0,,,true,200,20,B10968,2028-12-30,Bulk import: inventory_3000
Aminophylline 10mg,aminophylline-10mg-capsule,,Aminophylline,,,capsule,10mg,,,POM,,,draft,0,,,true,100,20,B10970,2028-12-30,Bulk import: inventory_3000
